word	status	source	decision	note
ជលមាគិ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជលម្ពជៈ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជលា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជលាពុជះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជលិកា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជវន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជវនវិថិ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជវនវិថី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជវា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជវិកម្បនា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាក់ជា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាងកង់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាងគេ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាងសោ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាច	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាជាង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាជួរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាញជ័យ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាដុំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាតកម្ម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាតិកម្ម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាតិនេះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាតិពន្ធវិទ្យា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាតិពុល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាតិភូមា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាតិសព្ទ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាតិសព្ទវិទ្យា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាតិសិលា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាតិហិង្គុល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាទ្វេ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជានា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាន់ក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាន់ឆាយា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាន់ញី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាន់លើ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាប់ការ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាប់ជួន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាមុន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជារកា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជារណា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជារណីយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជារី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាវេន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជាំតាម៉ៅ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជិតម៏	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជិតំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជិនជឿន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជិវ្ហាសម្ផស្ស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជិះគោ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជិះទោង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជីងជក់	approved	chuon-nath-1967	standard	no matching RAC definition; legacy word
ជីដី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជីនក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជីនាងផ្ទះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជីនី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជីរទ្រមាំង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជីរស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជីរស៝	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជីវចម្រុះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជីវតក្ស័យ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជីវន័	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជីវ្ហា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជីវ្ហាវិញ្ញាណ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជឹក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជឹង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជឺវង្គត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជឺវន័	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជឺវន្ត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជុំជាតិ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជុំជើង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជុំមាត់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជុះនោម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជូរជ្រះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជួរមុខ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជើងកើប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជើងគោក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជើងជក់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជើងទ្រ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជើងពាល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជើងស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជើងសឹក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជើងស៊ី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជើជើ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជឿជោក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជេដ្ឋ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជេដ្ឋោ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជេដ្ឋំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជេនត្ដី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជេប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជេម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជេស៊ី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជេស័	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជែពព្រៃ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជោកចិត្ត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជោរទឹក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជំងឺលោកិយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជំនល់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជំនីបកលា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជំនីរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជំនួយការី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជំនះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជំរក	approved	sbbic-khmer-wordlist	variant	legacy orthography
ជំរាប	approved	sbbic-khmer-wordlist	variant	legacy orthography
ជំរាល	approved	sbbic-khmer-wordlist	variant	legacy orthography
ជំរីត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជំរុល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជំរុំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជំរុះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជំរើស	approved	sbbic-khmer-wordlist	variant	legacy orthography
ជំរេ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជំរែក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជំរៅ	approved	sbbic-khmer-wordlist	variant	legacy orthography
ជំរះ	approved	sbbic-khmer-wordlist	variant	legacy orthography
ជំហរតែ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជំហឺ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជំំទើត	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ័យកុញ្ជរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ័យឃោស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ័យដ្ឋាន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ័យធ្វជ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ័យបាន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ័យពាទ្យ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ័យព្រឹក្ស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ័យភូមិ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ័យមង្គល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ័យលេខ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ័យវរ្ម័ន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ័យសង្ខ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ័យសព្ទ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ័យសួស្ដី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ័យសួស្តី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ័យស្ថាន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ័យាវុធ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ័រកុប្បនា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ្រលោះ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ្រហីតជ្រហម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ្រហើម	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ្រាត់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ្រាប់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ្រាលជ្រេ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ្រុងដី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ្រុលសម្តី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ្រៀវ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ្រេនៀង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ្រែម៉ូយ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ្រៃលាស់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ជ្រៃលៀប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឈង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឈប	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឈាមស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឈីលី	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឈឺក	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឈឺក៝	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឈឺង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឈឺមួល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឈុល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឈូករត្ន	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឈូរ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឈួល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឈើងាប់	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឈើតុំ	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឈើនា	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឈើមូល	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឈើលូស	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
ឈើស្តើង	approved	sbbic-khmer-wordlist	standard	no Chuon definition; legacy word
